taglank,plats,plandatumtid,train_type
202404107683,Lerum,2024-04-11 03:21:00,GT
202404107683,Aspedalen,2024-04-11 03:22:00,GT
202404107683,Aspen,2024-04-11 03:23:00,GT
202404107683,Jonsered östra,2024-04-11 03:25:00,GT
202404107683,Jonsered Västra,2024-04-11 03:26:00,GT
202404107683,Partille,2024-04-11 03:29:00,GT
202404107683,Sävedalen,2024-04-11 03:31:00,GT
202404107683,Göteborg Sävenäs,2024-04-11 03:34:00,GT
202404107683,Olskroken,2024-04-11 03:35:00,GT
202404107683,Göteborg Kville,2024-04-11 03:42:00,GT
202404107683,Göteborg Lindholmen,2024-04-11 03:46:00,GT
202404107683,Pölsebo,2024-04-11 03:49:00,GT
202404107683,Göteborg Skandiahamnen,2024-04-11 03:56:00,GT
202404107689,Järna,2024-04-11 00:36:00,GT
202404107689,Järna,2024-04-11 00:36:00,GT
202404107689,Mölnbo,2024-04-11 00:43:00,GT
202404107689,Gnesta,2024-04-11 00:48:00,GT
202404107689,Kolke,2024-04-11 00:51:00,GT
202404107689,Björnlunda,2024-04-11 00:53:00,GT
202404107689,Stjärnhov,2024-04-11 00:59:00,GT
202404107689,Nyckelsjön,2024-04-11 01:04:00,GT
202404107689,Sparreholm,2024-04-11 01:06:00,GT
202404107689,Skebokvarn,2024-04-11 01:11:00,GT
202404107689,Flen,2024-04-11 01:17:00,GT
202404107689,Flen,2024-04-11 01:31:00,GT
202404107689,Sköldinge,2024-04-11 01:38:00,GT
202404107689,Stolpstugan,2024-04-11 01:42:00,GT
202404107689,Katrineholms c,2024-04-11 01:47:00,GT
202404107689,Baggetorp,2024-04-11 01:52:00,GT
202404107689,Vingåker,2024-04-11 02:00:00,GT
202404107689,Högsjö,2024-04-11 02:05:00,GT
202404107689,Kilsmo,2024-04-11 02:12:00,GT
202404107689,Pålsboda,2024-04-11 02:19:00,GT
202404107689,Hallsbergs pbg,2024-04-11 02:29:00,GT
202404107689,Hallsbergs pbg,2024-04-11 02:32:00,GT
202404107689,Hallsbergs rangerbangård,2024-04-11 02:37:00,GT
202404107690,Järna,2024-04-10 21:14:00,GT
202404107690,Mölnbo,2024-04-10 21:20:00,GT
202404107690,Gnesta,2024-04-10 21:23:00,GT
202404107690,Kolke,2024-04-10 21:26:00,GT
202404107690,Björnlunda,2024-04-10 21:28:00,GT
202404107690,Stjärnhov,2024-04-10 21:33:00,GT
202404107690,Nyckelsjön,2024-04-10 21:37:00,GT
202404107690,Sparreholm,2024-04-10 21:39:00,GT
202404107690,Skebokvarn,2024-04-10 21:42:00,GT
202404107690,Flen,2024-04-10 21:46:00,GT
202404107690,Sköldinge,2024-04-10 21:50:00,GT
202404107690,Stolpstugan,2024-04-10 21:54:00,GT
202404107690,Katrineholms c,2024-04-10 21:58:00,GT
202404107690,Baggetorp,2024-04-10 22:02:00,GT
202404107690,Vingåker,2024-04-10 22:08:00,GT
202404107690,Högsjö,2024-04-10 22:13:00,GT
202404107690,Kilsmo,2024-04-10 22:19:00,GT
202404107690,Pålsboda,2024-04-10 22:25:00,GT
202404107690,Hallsbergs pbg,2024-04-10 22:33:00,GT
202404107690,Hallsbergs pbg,2024-04-10 22:36:00,GT
202404107690,Hallsbergs rangerbangård,2024-04-10 22:37:00,GT
202404107690,Tälle,2024-04-10 23:15:00,GT
202404107690,Östansjö,2024-04-10 23:17:00,GT
202404107690,Vretstorp,2024-04-10 23:20:00,GT
202404107690,Linddalen,2024-04-10 23:23:00,GT
202404107690,Laxå,2024-04-10 23:27:00,GT
202404107690,Finnerödja,2024-04-10 23:33:00,GT
202404107690,Gårdsjö,2024-04-10 23:37:00,GT
202404107690,Älgarås,2024-04-10 23:41:00,GT
202404107690,Slätte,2024-04-10 23:44:00,GT
202404107690,Töreboda,2024-04-10 23:48:00,GT
202404107690,Moholm,2024-04-10 23:53:00,GT
202404107690,Väring,2024-04-10 23:59:00,GT
202404107690,Skövde c,2024-04-11 00:05:00,GT
202404107690,Regumatorp,2024-04-11 00:10:00,GT
202404107690,Stenstorp,2024-04-11 00:13:00,GT
202404107690,Falköpings norra,2024-04-11 00:19:00,GT
202404107690,Falköpings c,2024-04-11 00:20:00,GT
202404107690,Floby,2024-04-11 00:27:00,GT
202404107690,Källeryd,2024-04-11 00:31:00,GT
202404107690,Herrljunga central,2024-04-11 00:37:00,GT
202404107690,Herrljunga västra,2024-04-11 00:39:00,GT
202404107690,Vårgårda,2024-04-11 00:43:00,GT
202404107690,Algutsgården,2024-04-11 00:48:00,GT
202404107690,Alingsås,2024-04-11 00:54:00,GT
202404107690,Bryngenäs,2024-04-11 00:56:00,GT
202404107690,Västra Bodarna,2024-04-11 00:57:00,GT
202404107690,Norsesund,2024-04-11 00:59:00,GT
202404107690,Norsesund västra,2024-04-11 00:59:00,GT
202404107690,Floda,2024-04-11 01:04:00,GT
202404107690,Stenkullen,2024-04-11 01:05:00,GT
202404107690,Lerum,2024-04-11 01:08:00,GT
202404107690,Aspedalen,2024-04-11 01:08:00,GT
202404107690,Aspen,2024-04-11 01:09:00,GT
202404107690,Jonsered östra,2024-04-11 01:10:00,GT
202404107690,Jonsered Västra,2024-04-11 01:11:00,GT
202404107690,Partille,2024-04-11 01:13:00,GT
202404107690,Sävedalen,2024-04-11 01:14:00,GT
202404107690,Olskroken,2024-04-11 01:17:00,GT
202404107708,Hallsbergs pbg,2024-04-10 15:34:00,GT
202404107708,Hallsbergs rangerbangård,2024-04-10 15:48:00,GT
202404107709,Katrineholms c,2024-04-11 00:44:00,GT
202404107709,Stolpstugan,2024-04-11 00:47:00,GT
202404107709,Sköldinge,2024-04-11 00:49:00,GT
202404107709,Flen,2024-04-11 00:52:00,GT
202404107709,Skebokvarn,2024-04-11 00:56:00,GT
202404107709,Sparreholm,2024-04-11 00:59:00,GT
202404107709,Nyckelsjön,2024-04-11 01:00:00,GT
202404107709,Stjärnhov,2024-04-11 01:03:00,GT
202404107709,Björnlunda,2024-04-11 01:07:00,GT
202404107709,Kolke,2024-04-11 01:09:00,GT
202404107709,Gnesta,2024-04-11 01:11:00,GT
202404107709,Mölnbo,2024-04-11 01:14:00,GT
202404107709,Järna,2024-04-11 01:18:00,GT
202404107711,Falköpings c,2024-04-10 17:09:00,GT
202404107711,Falköpings c,2024-04-10 17:42:00,GT
202404107711,Floby,2024-04-10 17:55:00,GT
202404107711,Källeryd,2024-04-10 18:00:00,GT
202404107711,Herrljunga central,2024-04-10 18:07:00,GT
202404107711,Herrljunga västra,2024-04-10 18:10:00,GT
202404107711,Vårgårda,2024-04-10 18:16:00,GT
202404107711,Algutsgården,2024-04-10 18:22:00,GT
202404107711,Alingsås,2024-04-10 18:29:00,GT
202404107711,Bryngenäs,2024-04-10 18:32:00,GT
202404107711,Västra Bodarna,2024-04-10 18:33:00,GT
202404107711,Norsesund,2024-04-10 18:36:00,GT
202404107711,Norsesund västra,2024-04-10 18:36:00,GT
202404107711,Floda,2024-04-10 18:41:00,GT
202404107711,Stenkullen,2024-04-10 18:44:00,GT
202404107711,Lerum,2024-04-10 19:04:00,GT
202404107711,Aspedalen,2024-04-10 19:04:00,GT
202404107711,Aspen,2024-04-10 19:05:00,GT
202404107711,Jonsered östra,2024-04-10 19:07:00,GT
202404107711,Jonsered Västra,2024-04-10 19:08:00,GT
202404107711,Partille,2024-04-10 19:11:00,GT
202404107711,Sävedalen,2024-04-10 19:12:00,GT
202404107711,Göteborg Sävenäs,2024-04-10 19:15:00,GT
202404107711,Olskroken,2024-04-10 19:16:00,GT
202404107711,Göteborg Kville,2024-04-10 19:21:00,GT
202404107711,Göteborg Lindholmen,2024-04-10 19:25:00,GT
202404107711,Pölsebo,2024-04-10 19:29:00,GT
202404107711,Göteborg Skandiahamnen,2024-04-10 19:36:00,GT
202404107717,Hallsbergs pbg,2024-04-10 20:33:00,GT
202404107717,Hallsbergs pbg,2024-04-10 20:36:00,GT
202404107717,Hallsbergs rangerbangård,2024-04-10 20:45:00,GT
202404107717,Hallsbergs rangerbangård,2024-04-10 20:52:00,GT
202404107725,Olskroken,2024-04-11 01:56:00,GT
202404107725,Göteborg Sävenäs,2024-04-11 01:58:00,GT
202404107729,Hallsbergs pbg,2024-04-10 16:34:00,GT
202404107729,Hallsbergs rangerbangård,2024-04-10 16:40:00,GT
202404107730,Hallsbergs pbg,2024-04-10 22:16:00,GT
202404107730,Hallsbergs rangerbangård,2024-04-10 22:23:00,GT
202404107732,Olskroken,2024-04-11 01:23:00,GT
202404107732,Göteborg Kville,2024-04-11 01:31:00,GT
202404107732,Göteborg Kville,2024-04-11 02:01:00,GT
202404107732,Olskroken,2024-04-11 02:06:00,GT
202404107732,Göteborg Sävenäs,2024-04-11 02:08:00,GT
202404107742,Olskroken,2024-04-10 21:27:00,GT
202404107742,Göteborg Sävenäs,2024-04-10 21:28:00,GT
202404107742,Sävedalen,2024-04-10 21:30:00,GT
202404107742,Partille,2024-04-10 21:31:00,GT
202404107742,Jonsered Västra,2024-04-10 21:33:00,GT
202404107742,Jonsered östra,2024-04-10 21:34:00,GT
202404107742,Aspen,2024-04-10 21:35:00,GT
202404107742,Aspedalen,2024-04-10 21:36:00,GT
202404107742,Lerum,2024-04-10 21:37:00,GT
202404107742,Stenkullen,2024-04-10 21:39:00,GT
202404107742,Floda,2024-04-10 21:41:00,GT
202404107742,Norsesund västra,2024-04-10 21:45:00,GT
202404107742,Norsesund,2024-04-10 21:45:00,GT
202404107742,Västra Bodarna,2024-04-10 21:47:00,GT
202404107742,Bryngenäs,2024-04-10 21:48:00,GT
202404107742,Alingsås,2024-04-10 21:51:00,GT
202404107742,Algutsgården,2024-04-10 21:55:00,GT
202404107742,Vårgårda,2024-04-10 21:59:00,GT
202404107742,Herrljunga västra,2024-04-10 22:04:00,GT
202404107742,Herrljunga central,2024-04-10 22:05:00,GT
202404107742,Källeryd,2024-04-10 22:10:00,GT
202404107742,Floby,2024-04-10 22:13:00,GT
202404107742,Falköpings c,2024-04-10 22:19:00,GT
202404107742,Falköpings norra,2024-04-10 22:20:00,GT
202404107742,Stenstorp,2024-04-10 22:25:00,GT
202404107742,Regumatorp,2024-04-10 22:28:00,GT
202404107742,Skövde c,2024-04-10 22:31:00,GT
202404107742,Väring,2024-04-10 22:37:00,GT
202404107742,Moholm,2024-04-10 22:42:00,GT
202404107742,Töreboda,2024-04-10 22:47:00,GT
202404107742,Slätte,2024-04-10 22:50:00,GT
202404107742,Älgarås,2024-04-10 22:53:00,GT
202404107742,Gårdsjö,2024-04-10 22:56:00,GT
202404107742,Finnerödja,2024-04-10 23:00:00,GT
202404107742,Laxå,2024-04-10 23:06:00,GT
202404107742,Linddalen,2024-04-10 23:09:00,GT
202404107742,Vretstorp,2024-04-10 23:12:00,GT
202404107742,Östansjö,2024-04-10 23:15:00,GT
202404107742,Tälle,2024-04-10 23:16:00,GT
202404107742,Hallsbergs rangerbangård,2024-04-10 23:17:00,GT
202404107742,Hallsbergs pbg,2024-04-10 23:20:00,GT
202404107742,Hallsbergs pbg,2024-04-10 23:23:00,GT
202404107742,Pålsboda,2024-04-10 23:29:00,GT
202404107742,Kilsmo,2024-04-10 23:34:00,GT
202404107742,Högsjö,2024-04-10 23:38:00,GT
202404107742,Vingåker,2024-04-10 23:42:00,GT
202404107742,Baggetorp,2024-04-10 23:47:00,GT
202404107742,Katrineholms c,2024-04-10 23:51:00,GT
202404107742,Stolpstugan,2024-04-10 23:54:00,GT
202404107742,Sköldinge,2024-04-10 23:57:00,GT
202404107742,Flen,2024-04-11 00:00:00,GT
202404107742,Skebokvarn,2024-04-11 00:04:00,GT
202404107742,Sparreholm,2024-04-11 00:07:00,GT
202404107742,Nyckelsjön,2024-04-11 00:08:00,GT
202404107742,Stjärnhov,2024-04-11 00:12:00,GT
202404107742,Björnlunda,2024-04-11 00:16:00,GT
202404107742,Kolke,2024-04-11 00:17:00,GT
202404107742,Gnesta,2024-04-11 00:20:00,GT
202404107742,Mölnbo,2024-04-11 00:23:00,GT
202404107742,Järna,2024-04-11 00:27:00,GT
202404107744,Hallsbergs pbg,2024-04-11 00:50:00,GT
202404107744,Hallsbergs pbg,2024-04-11 01:00:00,GT
202404107744,Hallsbergs rangerbangård,2024-04-11 01:05:00,GT
202404107744,Tälle,2024-04-11 01:07:00,GT
202404107744,Östansjö,2024-04-11 01:09:00,GT
202404107744,Vretstorp,2024-04-11 01:14:00,GT
202404107744,Linddalen,2024-04-11 01:17:00,GT
202404107744,Laxå,2024-04-11 01:23:00,GT
202404107744,Finnerödja,2024-04-11 01:31:00,GT
202404107744,Gårdsjö,2024-04-11 01:38:00,GT
202404107744,Älgarås,2024-04-11 01:43:00,GT
202404107744,Slätte,2024-04-11 01:47:00,GT
202404107744,Töreboda,2024-04-11 01:52:00,GT
202404107744,Moholm,2024-04-11 01:58:00,GT
202404107744,Väring,2024-04-11 02:06:00,GT
202404107744,Skövde c,2024-04-11 02:15:00,GT
202404107744,Regumatorp,2024-04-11 02:22:00,GT
202404107744,Stenstorp,2024-04-11 02:26:00,GT
202404107744,Falköpings norra,2024-04-11 02:34:00,GT
202404107744,Falköpings c,2024-04-11 02:37:00,GT
202404107744,Falköpings c,2024-04-11 02:40:00,GT
202404107744,Floby,2024-04-11 02:51:00,GT
202404107744,Källeryd,2024-04-11 02:57:00,GT
202404107744,Herrljunga central,2024-04-11 03:04:00,GT
202404107744,Herrljunga västra,2024-04-11 03:07:00,GT
202404107744,Vårgårda,2024-04-11 03:13:00,GT
202404107744,Algutsgården,2024-04-11 03:20:00,GT
202404107744,Alingsås,2024-04-11 03:26:00,GT
202404107744,Bryngenäs,2024-04-11 03:30:00,GT
202404107744,Västra Bodarna,2024-04-11 03:31:00,GT
202404107744,Norsesund,2024-04-11 03:33:00,GT
202404107744,Norsesund västra,2024-04-11 03:34:00,GT
202404107744,Floda,2024-04-11 03:39:00,GT
202404107744,Stenkullen,2024-04-11 03:41:00,GT
202404107744,Lerum,2024-04-11 03:43:00,GT
202404107744,Aspedalen,2024-04-11 03:44:00,GT
202404107744,Aspen,2024-04-11 03:45:00,GT
202404107744,Jonsered östra,2024-04-11 03:47:00,GT
202404107744,Jonsered Västra,2024-04-11 03:47:00,GT
202404107744,Partille,2024-04-11 03:50:00,GT
202404107744,Sävedalen,2024-04-11 03:52:00,GT
202404107751,Göteborg Kville,2024-04-10 09:48:00,GT
202404107751,Göteborg Sävenäs,2024-04-10 09:55:00,GT
202404107755,Hallsbergs pbg,2024-04-10 20:01:00,GT
202404107755,Hallsbergs pbg,2024-04-10 20:04:00,GT
202404107757,Hallsbergs rangerbangård,2024-04-10 19:23:00,GT
202404107757,Hallsbergs pbg,2024-04-10 19:27:00,GT
202404107773,Hallsbergs rangerbangård,2024-04-10 18:50:00,GT
202404107773,Hallsbergs rangerbangård,2024-04-10 18:53:00,GT
202404107776,Baggetorp,2024-04-10 05:02:00,GT
202404107776,Katrineholms c,2024-04-10 05:09:00,GT
202404107776,Katrineholms c,2024-04-10 05:25:00,GT
202404107776,Stolpstugan,2024-04-10 05:31:00,GT
202404107776,Sköldinge,2024-04-10 05:36:00,GT
202404107776,Flen,2024-04-10 05:41:00,GT
202404107776,Skebokvarn,2024-04-10 05:47:00,GT
202404107776,Sparreholm,2024-04-10 05:54:00,GT
202404107776,Nyckelsjön,2024-04-10 05:56:00,GT
202404107776,Stjärnhov,2024-04-10 06:02:00,GT
202404107776,Björnlunda,2024-04-10 06:08:00,GT
202404107776,Kolke,2024-04-10 06:11:00,GT
202404107776,Gnesta,2024-04-10 06:15:00,GT
202404107776,Mölnbo,2024-04-10 06:20:00,GT
202404107776,Järna,2024-04-10 06:28:00,GT
202404107777,Hallsbergs rangerbangård,2024-04-11 00:10:00,GT
202404107780,Hallsbergs rangerbangård,2024-04-10 08:45:00,GT
202404107781,Järna,2024-04-10 14:18:00,GT
202404107781,Mölnbo,2024-04-10 14:25:00,GT
202404107781,Gnesta,2024-04-10 14:30:00,GT
202404107781,Kolke,2024-04-10 14:33:00,GT
202404107781,Björnlunda,2024-04-10 14:35:00,GT
202404107781,Stjärnhov,2024-04-10 14:42:00,GT
202404107781,Nyckelsjön,2024-04-10 14:47:00,GT
202404107781,Sparreholm,2024-04-10 14:49:00,GT
202404107781,Skebokvarn,2024-04-10 14:54:00,GT
202404107781,Skebokvarn,2024-04-10 15:17:00,GT
202404107781,Flen,2024-04-10 15:24:00,GT
202404107781,Sköldinge,2024-04-10 15:29:00,GT
202404107781,Stolpstugan,2024-04-10 15:33:00,GT
202404107781,Katrineholms c,2024-04-10 15:39:00,GT
202404107781,Baggetorp,2024-04-10 15:44:00,GT
202404107781,Vingåker,2024-04-10 15:52:00,GT
202404107781,Högsjö,2024-04-10 15:58:00,GT
202404107781,Kilsmo,2024-04-10 16:05:00,GT
202404107781,Pålsboda,2024-04-10 16:12:00,GT
202404107781,Hallsbergs pbg,2024-04-10 16:22:00,GT
202404107781,Hallsbergs rangerbangård,2024-04-10 16:29:00,GT
202404107792,Hallsbergs rangerbangård,2024-04-10 12:16:00,GT
202404107803,Sävedalen,2024-04-10 19:49:00,GT
202404107803,Partille,2024-04-10 19:53:00,GT
202404107803,Jonsered Västra,2024-04-10 19:56:00,GT
202404107803,Jonsered östra,2024-04-10 19:57:00,GT
202404107803,Aspen,2024-04-10 19:59:00,GT
202404107803,Aspedalen,2024-04-10 20:00:00,GT
202404107803,Lerum,2024-04-10 20:01:00,GT
202404107803,Stenkullen,2024-04-10 20:04:00,GT
202404107803,Floda,2024-04-10 20:06:00,GT
202404107803,Norsesund västra,2024-04-10 20:11:00,GT
202404107803,Norsesund,2024-04-10 20:11:00,GT
202404107803,Västra Bodarna,2024-04-10 20:14:00,GT
202404107803,Bryngenäs,2024-04-10 20:15:00,GT
202404107803,Alingsås,2024-04-10 20:20:00,GT
202404107803,Algutsgården,2024-04-10 20:27:00,GT
202404107803,Vårgårda,2024-04-10 20:33:00,GT
202404107803,Herrljunga västra,2024-04-10 20:47:00,GT
202404107803,Herrljunga central,2024-04-10 20:51:00,GT
202404107803,Källeryd,2024-04-10 20:59:00,GT
202404107803,Floby,2024-04-10 21:06:00,GT
202404107803,Floby,2024-04-10 21:10:00,GT
202404107803,Falköpings c,2024-04-10 21:23:00,GT
202404107803,Falköpings c,2024-04-10 21:31:00,GT
202404107803,Falköpings norra,2024-04-10 21:34:00,GT
202404107803,Stenstorp,2024-04-10 21:42:00,GT
202404107803,Regumatorp,2024-04-10 21:48:00,GT
202404107803,Regumatorp,2024-04-10 21:59:00,GT
202404107803,Skövde c,2024-04-10 22:06:00,GT
202404107803,Väring,2024-04-10 22:15:00,GT
202404107803,Moholm,2024-04-10 22:22:00,GT
202404107803,Töreboda,2024-04-10 22:30:00,GT
202404107803,Slätte,2024-04-10 22:35:00,GT
202404107803,Älgarås,2024-04-10 22:40:00,GT
202404107803,Gårdsjö,2024-04-10 22:46:00,GT
202404107803,Finnerödja,2024-04-10 22:53:00,GT
202404107803,Laxå,2024-04-10 23:05:00,GT
202404107803,Laxå,2024-04-10 23:09:00,GT
202404107803,Linddalen,2024-04-10 23:17:00,GT
202404107803,Vretstorp,2024-04-10 23:21:00,GT
202404107803,Östansjö,2024-04-10 23:25:00,GT
202404107803,Tälle,2024-04-10 23:27:00,GT
202404107803,Hallsbergs rangerbangård,2024-04-10 23:32:00,GT
202404107803,Hallsbergs rangerbangård,2024-04-10 23:47:00,GT
202404107803,Hallsbergs pbg,2024-04-10 23:52:00,GT
202404107803,Hallsbergs pbg,2024-04-10 23:55:00,GT
202404107812,Hallsbergs pbg,2024-04-11 01:19:00,GT
202404107818,Hallsbergs pbg,2024-04-10 12:46:00,GT
202404107818,Hallsbergs rangerbangård,2024-04-10 12:52:00,GT
202404107819,Järna,2024-04-10 23:27:00,GT
202404107819,Mölnbo,2024-04-10 23:31:00,GT
202404107819,Gnesta,2024-04-10 23:34:00,GT
202404107819,Kolke,2024-04-10 23:36:00,GT
202404107819,Björnlunda,2024-04-10 23:38:00,GT
202404107819,Stjärnhov,2024-04-10 23:41:00,GT
202404107819,Nyckelsjön,2024-04-10 23:45:00,GT
202404107819,Sparreholm,2024-04-10 23:46:00,GT
202404107819,Skebokvarn,2024-04-10 23:49:00,GT
202404107819,Flen,2024-04-10 23:52:00,GT
202404107819,Sköldinge,2024-04-10 23:56:00,GT
202404107819,Stolpstugan,2024-04-10 23:58:00,GT
202404107819,Katrineholms c,2024-04-11 00:01:00,GT
202404107820,Hallsbergs rangerbangård,2024-04-10 22:50:00,GT
202404107820,Tälle,2024-04-10 22:57:00,GT
202404107820,Östansjö,2024-04-10 23:00:00,GT
202404107820,Vretstorp,2024-04-10 23:05:00,GT
202404107820,Linddalen,2024-04-10 23:08:00,GT
202404107820,Laxå,2024-04-10 23:14:00,GT
202404107820,Finnerödja,2024-04-10 23:22:00,GT
202404107820,Gårdsjö,2024-04-10 23:28:00,GT
202404107820,Älgarås,2024-04-10 23:33:00,GT
202404107820,Slätte,2024-04-10 23:37:00,GT
202404107820,Töreboda,2024-04-10 23:42:00,GT
202404107820,Moholm,2024-04-10 23:51:00,GT
202404107820,Moholm,2024-04-10 23:57:00,GT
202404107820,Väring,2024-04-11 00:07:00,GT
202404107820,Skövde c,2024-04-11 00:18:00,GT
202404107820,Regumatorp,2024-04-11 00:25:00,GT
202404107820,Stenstorp,2024-04-11 00:29:00,GT
202404107820,Falköpings norra,2024-04-11 00:39:00,GT
202404107820,Falköpings norra,2024-04-11 00:44:00,GT
202404107820,Falköpings c,2024-04-11 00:48:00,GT
202404107820,Falköpings c,2024-04-11 00:51:00,GT
202404107820,Floby,2024-04-11 01:04:00,GT
202404107820,Källeryd,2024-04-11 01:09:00,GT
202404107820,Herrljunga central,2024-04-11 01:16:00,GT
202404107820,Herrljunga västra,2024-04-11 01:18:00,GT
202404107820,Vårgårda,2024-04-11 01:25:00,GT
202404107820,Algutsgården,2024-04-11 01:31:00,GT
202404107820,Alingsås,2024-04-11 01:38:00,GT
202404107820,Bryngenäs,2024-04-11 01:41:00,GT
202404107820,Västra Bodarna,2024-04-11 01:42:00,GT
202404107820,Norsesund,2024-04-11 01:44:00,GT
202404107820,Norsesund västra,2024-04-11 01:45:00,GT
202404107820,Floda,2024-04-11 01:50:00,GT
202404107820,Stenkullen,2024-04-11 01:52:00,GT
202404107820,Lerum,2024-04-11 01:54:00,GT
202404107820,Aspedalen,2024-04-11 01:55:00,GT
202404107820,Aspen,2024-04-11 01:56:00,GT
202404107820,Jonsered östra,2024-04-11 01:57:00,GT
202404107820,Jonsered Västra,2024-04-11 01:58:00,GT
202404107820,Partille,2024-04-11 02:01:00,GT
202404107820,Sävedalen,2024-04-11 02:02:00,GT
202404107826,Göteborg Sävenäs,2024-04-10 16:17:00,GT
202404107827,Katrineholms c,2024-04-10 18:10:00,GT
202404107827,Stolpstugan,2024-04-10 18:13:00,GT
202404107827,Sköldinge,2024-04-10 18:16:00,GT
202404107827,Flen,2024-04-10 18:20:00,GT
202404107827,Skebokvarn,2024-04-10 18:24:00,GT
202404107827,Sparreholm,2024-04-10 18:27:00,GT
202404107827,Nyckelsjön,2024-04-10 18:28:00,GT
202404107827,Stjärnhov,2024-04-10 18:33:00,GT
202404107827,Björnlunda,2024-04-10 18:37:00,GT
202404107827,Kolke,2024-04-10 18:39:00,GT
202404107827,Gnesta,2024-04-10 18:42:00,GT
202404107827,Mölnbo,2024-04-10 18:45:00,GT
202404107827,Järna,2024-04-10 18:50:00,GT
202404107828,Göteborg Kville,2024-04-10 05:00:00,GT
202404107838,Hallsbergs rangerbangård,2024-04-10 18:02:00,GT
202404107838,Hallsbergs pbg,2024-04-10 18:04:00,GT
202404107845,Göteborg Skandiahamnen,2024-04-10 15:08:00,GT
202404107845,Pölsebo,2024-04-10 15:14:00,GT
202404107845,Göteborg Lindholmen,2024-04-10 15:17:00,GT
202404107845,Göteborg Kville,2024-04-10 15:22:00,GT
202404107855,Göteborg Sävenäs,2024-04-10 07:07:00,GT
202404107861,Göteborg Sävenäs,2024-04-10 08:04:00,GT
202404107861,Olskroken,2024-04-10 08:07:00,GT
202404107861,Göteborg Kville,2024-04-10 08:45:00,GT
202404107861,Olskroken,2024-04-10 08:51:00,GT
202404107867,Hallsbergs rangerbangård,2024-04-10 22:31:00,GT
202404107896,Olskroken,2024-04-10 13:01:00,GT
202404107896,Göteborg Kville,2024-04-10 13:08:00,GT
202404107896,Göteborg Kville,2024-04-10 13:33:00,GT
202404107896,Olskroken,2024-04-10 13:38:00,GT
202404107896,Göteborg Sävenäs,2024-04-10 13:40:00,GT
202404107900,Göteborg Skandiahamnen,2024-04-10 20:16:00,GT
202404107900,Pölsebo,2024-04-10 20:25:00,GT
202404107900,Göteborg Lindholmen,2024-04-10 20:28:00,GT
202404107900,Göteborg Kville,2024-04-10 20:34:00,GT
202404107900,Göteborg Sävenäs,2024-04-10 20:40:00,GT
202404107901,Hallsbergs pbg,2024-04-11 02:01:00,GT
202404107901,Hallsbergs pbg,2024-04-11 02:05:00,GT
202404107901,Hallsbergs rangerbangård,2024-04-11 02:10:00,GT
202404107902,Olskroken,2024-04-10 22:40:00,GT
202404107902,Göteborg Sävenäs,2024-04-10 22:41:00,GT
202404107906,Göteborg Sävenäs,2024-04-10 19:00:00,GT
202404107906,Olskroken,2024-04-10 19:02:00,GT
202404107906,Göteborg Kville,2024-04-10 19:08:00,GT
202404107906,Göteborg Kville,2024-04-10 19:17:00,GT
202404107906,Göteborg Lindholmen,2024-04-10 19:22:00,GT
202404107906,Pölsebo,2024-04-10 19:26:00,GT
202404107906,Göteborg Skandiahamnen,2024-04-10 19:33:00,GT
202404107907,Olskroken,2024-04-10 10:14:00,GT
202404107907,Göteborg Kville,2024-04-10 10:20:00,GT
202404107920,Göteborg Skandiahamnen,2024-04-11 00:22:00,GT
202404107920,Pölsebo,2024-04-11 00:29:00,GT
202404107920,Göteborg Lindholmen,2024-04-11 00:31:00,GT
202404107920,Göteborg Kville,2024-04-11 00:37:00,GT
202404107920,Olskroken,2024-04-11 00:41:00,GT
202404107920,Göteborg Sävenäs,2024-04-11 00:41:00,GT
202404107920,Sävedalen,2024-04-11 00:45:00,GT
202404107920,Partille,2024-04-11 00:48:00,GT
202404107920,Jonsered östra,2024-04-11 00:52:00,GT
202404107920,Jonsered Västra,2024-04-11 00:52:00,GT
202404107920,Aspen,2024-04-11 00:54:00,GT
202404107920,Aspedalen,2024-04-11 00:55:00,GT
202404107920,Lerum,2024-04-11 00:56:00,GT
202404107920,Stenkullen,2024-04-11 00:59:00,GT
202404107920,Floda,2024-04-11 01:00:00,GT
202404107920,Norsesund västra,2024-04-11 01:05:00,GT
202404107920,Norsesund,2024-04-11 01:05:00,GT
202404107920,Västra Bodarna,2024-04-11 01:08:00,GT
202404107920,Bryngenäs,2024-04-11 01:09:00,GT
202404107920,Alingsås,2024-04-11 01:12:00,GT
202404107920,Algutsgården,2024-04-11 01:19:00,GT
202404107920,Vårgårda,2024-04-11 01:26:00,GT
202404107920,Herrljunga västra,2024-04-11 01:33:00,GT
202404107920,Herrljunga central,2024-04-11 01:35:00,GT
202404107920,Källeryd,2024-04-11 01:42:00,GT
202404107920,Floby,2024-04-11 01:48:00,GT
202404107920,Falköpings c,2024-04-11 01:59:00,GT
202404107920,Falköpings c,2024-04-11 02:24:00,GT
202404107925,Göteborg Kville,2024-04-10 18:40:00,GT
202404107925,Göteborg Kville,2024-04-10 19:13:00,GT
202404107925,Olskroken,2024-04-10 19:19:00,GT
202404107937,Falköpings c,2024-04-10 19:08:00,GT
202404107937,Falköpings c,2024-04-10 19:33:00,GT
202404107937,Floby,2024-04-10 19:45:00,GT
202404107937,Floby,2024-04-10 19:51:00,GT
202404107937,Källeryd,2024-04-10 19:57:00,GT
