train_id,Station_Full_Name,Ankomst,Avgång,Type,Operator,Line,Direction
FREIGHT_202404091315,Laxå,24:05:00,24:05:00,Freight,Väte Consulting AB,-,Avgång
FREIGHT_202404091315,Linddalen,24:09:00,24:09:00,Freight,Väte Consulting AB,-,Avgång
FREIGHT_202404091315,Vretstorp,24:13:00,24:13:00,Freight,Väte Consulting AB,-,Avgång
FREIGHT_202404091315,Östansjö,24:18:00,24:18:00,Freight,Väte Consulting AB,-,Avgång
FREIGHT_202404091315,Tälle,24:19:00,24:19:00,Freight,Väte Consulting AB,-,Avgång
FREIGHT_202404091315,Hallsbergs rangerbangård,24:25:00,24:25:00,Freight,Väte Consulting AB,-,Avgång
FREIGHT_202404091315,Hallsbergs pbg,24:28:00,24:28:00,Freight,Väte Consulting AB,-,Avgång
FREIGHT_202404091340,Katrineholms c,05:20:00,05:20:00,Freight,TX Logistik AB,-,Avgång
FREIGHT_202404091340,Stolpstugan,05:26:00,05:26:00,Freight,TX Logistik AB,-,Avgång
FREIGHT_202404091340,Sköldinge,05:32:00,05:32:00,Freight,TX Logistik AB,-,Avgång
FREIGHT_202404091340,Flen,05:39:00,05:39:00,Freight,TX Logistik AB,-,Avgång
FREIGHT_202404091343,Katrineholms c,27:27:00,27:27:00,Freight,TX Logistik AB,-,Avgång
FREIGHT_202404091343,Stolpstugan,27:31:00,27:31:00,Freight,TX Logistik AB,-,Avgång
FREIGHT_202404091343,Sköldinge,27:35:00,27:35:00,Freight,TX Logistik AB,-,Avgång
FREIGHT_202404091343,Flen,27:41:00,27:41:00,Freight,TX Logistik AB,-,Avgång
FREIGHT_202404091347,Katrineholms c,24:13:00,24:13:00,Freight,TX Logistik AB,-,Avgång
FREIGHT_202404091347,Stolpstugan,24:19:00,24:19:00,Freight,TX Logistik AB,-,Avgång
FREIGHT_202404091347,Sköldinge,24:24:00,24:24:00,Freight,TX Logistik AB,-,Avgång
FREIGHT_202404091347,Flen,24:30:00,24:30:00,Freight,TX Logistik AB,-,Avgång
FREIGHT_2024040916309,Järna,08:35:00,08:35:00,Freight,DB Schenker Rail Scandinavia A/S,-,Ankomst
FREIGHT_2024040916309,Järna,09:00:00,09:00:00,Freight,DB Schenker Rail Scandinavia A/S,-,Avgång
FREIGHT_2024040917996,Flen,27:00:00,27:00:00,Freight,Green Cargo AB,-,Avgång
FREIGHT_2024040917996,Sköldinge,27:06:00,27:06:00,Freight,Green Cargo AB,-,Avgång
FREIGHT_2024040917996,Stolpstugan,27:10:00,27:10:00,Freight,Green Cargo AB,-,Avgång
FREIGHT_2024040917996,Katrineholms c,27:15:00,27:15:00,Freight,Green Cargo AB,-,Avgång
FREIGHT_202404093930,Hallsbergs rangerbangård,24:54:00,24:54:00,Freight,CFL Cargo Sverige AB,-,Avgång
FREIGHT_202404093930,Tälle,24:58:00,24:58:00,Freight,CFL Cargo Sverige AB,-,Avgång
FREIGHT_202404093930,Östansjö,25:00:00,25:00:00,Freight,CFL Cargo Sverige AB,-,Avgång
FREIGHT_202404093930,Vretstorp,25:06:00,25:06:00,Freight,CFL Cargo Sverige AB,-,Avgång
FREIGHT_202404093930,Linddalen,25:09:00,25:09:00,Freight,CFL Cargo Sverige AB,-,Avgång
FREIGHT_202404093930,Laxå,25:15:00,25:15:00,Freight,CFL Cargo Sverige AB,-,Avgång
FREIGHT_202404093930,Finnerödja,25:23:00,25:23:00,Freight,CFL Cargo Sverige AB,-,Avgång
FREIGHT_202404093930,Gårdsjö,25:29:00,25:29:00,Freight,CFL Cargo Sverige AB,-,Avgång
FREIGHT_202404093930,Älgarås,25:34:00,25:34:00,Freight,CFL Cargo Sverige AB,-,Avgång
FREIGHT_202404093930,Slätte,25:38:00,25:38:00,Freight,CFL Cargo Sverige AB,-,Avgång
FREIGHT_202404093930,Töreboda,25:43:00,25:43:00,Freight,CFL Cargo Sverige AB,-,Avgång
FREIGHT_202404093930,Moholm,25:49:00,25:49:00,Freight,CFL Cargo Sverige AB,-,Avgång
FREIGHT_202404093930,Väring,25:57:00,25:57:00,Freight,CFL Cargo Sverige AB,-,Avgång
FREIGHT_202404093930,Skövde c,26:06:00,26:06:00,Freight,CFL Cargo Sverige AB,-,Avgång
FREIGHT_202404093930,Regumatorp,26:12:00,26:12:00,Freight,CFL Cargo Sverige AB,-,Avgång
FREIGHT_202404093930,Stenstorp,26:16:00,26:16:00,Freight,CFL Cargo Sverige AB,-,Avgång
FREIGHT_202404093930,Falköpings norra,26:24:00,26:24:00,Freight,CFL Cargo Sverige AB,-,Avgång
FREIGHT_202404093930,Falköpings c,26:25:00,26:25:00,Freight,CFL Cargo Sverige AB,-,Avgång
FREIGHT_202404093930,Floby,26:34:00,26:34:00,Freight,CFL Cargo Sverige AB,-,Avgång
FREIGHT_202404093930,Källeryd,26:39:00,26:39:00,Freight,CFL Cargo Sverige AB,-,Avgång
FREIGHT_202404093930,Herrljunga central,26:47:00,26:47:00,Freight,CFL Cargo Sverige AB,-,Avgång
FREIGHT_202404093930,Herrljunga västra,26:49:00,26:49:00,Freight,CFL Cargo Sverige AB,-,Avgång
FREIGHT_202404093930,Vårgårda,26:55:00,26:55:00,Freight,CFL Cargo Sverige AB,-,Avgång
FREIGHT_202404093930,Algutsgården,27:02:00,27:02:00,Freight,CFL Cargo Sverige AB,-,Avgång
FREIGHT_202404093930,Alingsås,27:08:00,27:08:00,Freight,CFL Cargo Sverige AB,-,Avgång
FREIGHT_202404093930,Bryngenäs,27:12:00,27:12:00,Freight,CFL Cargo Sverige AB,-,Avgång
FREIGHT_202404093930,Västra Bodarna,27:13:00,27:13:00,Freight,CFL Cargo Sverige AB,-,Avgång
FREIGHT_202404093930,Norsesund,27:15:00,27:15:00,Freight,CFL Cargo Sverige AB,-,Avgång
FREIGHT_202404093930,Norsesund västra,27:15:00,27:15:00,Freight,CFL Cargo Sverige AB,-,Avgång
FREIGHT_202404093930,Floda,27:20:00,27:20:00,Freight,CFL Cargo Sverige AB,-,Avgång
FREIGHT_202404093930,Stenkullen,27:22:00,27:22:00,Freight,CFL Cargo Sverige AB,-,Avgång
FREIGHT_202404093930,Lerum,27:25:00,27:25:00,Freight,CFL Cargo Sverige AB,-,Avgång
FREIGHT_202404093930,Aspedalen,27:25:00,27:25:00,Freight,CFL Cargo Sverige AB,-,Avgång
FREIGHT_202404093930,Aspen,27:26:00,27:26:00,Freight,CFL Cargo Sverige AB,-,Avgång
FREIGHT_202404093930,Jonsered östra,27:28:00,27:28:00,Freight,CFL Cargo Sverige AB,-,Avgång
FREIGHT_202404093930,Jonsered Västra,27:29:00,27:29:00,Freight,CFL Cargo Sverige AB,-,Avgång
FREIGHT_202404093930,Partille,27:32:00,27:32:00,Freight,CFL Cargo Sverige AB,-,Avgång
FREIGHT_202404093930,Sävedalen,27:34:00,27:34:00,Freight,CFL Cargo Sverige AB,-,Avgång
FREIGHT_202404093930,Göteborg Sävenäs,27:37:00,27:37:00,Freight,CFL Cargo Sverige AB,-,Avgång
FREIGHT_202404093930,Olskroken,27:39:00,27:39:00,Freight,CFL Cargo Sverige AB,-,Avgång
FREIGHT_202404093930,Göteborg Kville,27:45:00,27:45:00,Freight,CFL Cargo Sverige AB,-,Avgång
FREIGHT_202404093930,Göteborg Lindholmen,27:49:00,27:49:00,Freight,CFL Cargo Sverige AB,-,Avgång
FREIGHT_202404093930,Pölsebo,27:52:00,27:52:00,Freight,CFL Cargo Sverige AB,-,Avgång
FREIGHT_202404093930,Göteborg Skandiahamnen,27:59:00,27:59:00,Freight,CFL Cargo Sverige AB,-,Ankomst
FREIGHT_202404094118,Hallsbergs rangerbangård,25:33:00,25:33:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094118,Hallsbergs pbg,25:35:00,25:35:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094120,Regumatorp,24:03:00,24:03:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094120,Skövde c,24:08:00,24:08:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094120,Väring,24:16:00,24:16:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094120,Moholm,24:24:00,24:24:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094120,Töreboda,24:32:00,24:32:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094120,Slätte,24:36:00,24:36:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094120,Älgarås,24:40:00,24:40:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094120,Gårdsjö,24:45:00,24:45:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094120,Finnerödja,24:49:00,24:49:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094120,Laxå,24:57:00,24:57:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094120,Linddalen,25:03:00,25:03:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094120,Vretstorp,25:07:00,25:07:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094120,Östansjö,25:11:00,25:11:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094120,Tälle,25:12:00,25:12:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094120,Hallsbergs rangerbangård,25:19:00,25:19:00,Freight,Real Rail Sweden AB,-,Ankomst
FREIGHT_202404094120,Hallsbergs rangerbangård,26:17:00,26:17:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094120,Hallsbergs pbg,26:20:00,26:20:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094121,Hallsbergs pbg,10:08:00,10:08:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094121,Hallsbergs rangerbangård,10:13:00,10:13:00,Freight,Real Rail Sweden AB,-,Ankomst
FREIGHT_202404094121,Hallsbergs rangerbangård,11:20:00,11:20:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094122,Flen,11:29:00,11:29:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094122,Sköldinge,11:34:00,11:34:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094122,Stolpstugan,11:38:00,11:38:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094122,Katrineholms c,11:43:00,11:43:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094122,Baggetorp,11:47:00,11:47:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094122,Vingåker,11:56:00,11:56:00,Freight,Real Rail Sweden AB,-,Ankomst
FREIGHT_202404094122,Vingåker,12:05:00,12:05:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094122,Högsjö,12:12:00,12:12:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094122,Kilsmo,12:20:00,12:20:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094122,Pålsboda,12:27:00,12:27:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094122,Hallsbergs pbg,12:38:00,12:38:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094122,Hallsbergs rangerbangård,12:43:00,12:43:00,Freight,Real Rail Sweden AB,-,Ankomst
FREIGHT_202404094122,Hallsbergs rangerbangård,12:43:00,12:43:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094122,Tälle,12:46:00,12:46:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094122,Östansjö,12:48:00,12:48:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094122,Vretstorp,12:53:00,12:53:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094122,Linddalen,12:57:00,12:57:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094122,Laxå,13:03:00,13:03:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094122,Finnerödja,13:12:00,13:12:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094122,Gårdsjö,13:18:00,13:18:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094122,Älgarås,13:23:00,13:23:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094122,Slätte,13:28:00,13:28:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094122,Töreboda,13:33:00,13:33:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094122,Moholm,13:41:00,13:41:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094122,Väring,13:49:00,13:49:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094122,Skövde c,13:59:00,13:59:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094122,Regumatorp,14:04:00,14:04:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094122,Stenstorp,14:08:00,14:08:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094122,Falköpings norra,14:15:00,14:15:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094122,Falköpings c,14:18:00,14:18:00,Freight,Real Rail Sweden AB,-,Ankomst
FREIGHT_202404094124,Hallsbergs pbg,06:03:00,06:03:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094124,Hallsbergs rangerbangård,06:06:00,06:06:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094124,Tälle,06:09:00,06:09:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094124,Östansjö,06:10:00,06:10:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094124,Vretstorp,06:15:00,06:15:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094124,Linddalen,06:18:00,06:18:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094124,Laxå,06:24:00,06:24:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094124,Finnerödja,06:31:00,06:31:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094124,Gårdsjö,06:37:00,06:37:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094124,Älgarås,06:42:00,06:42:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094124,Slätte,06:46:00,06:46:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094124,Töreboda,06:51:00,06:51:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094124,Moholm,06:57:00,06:57:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094124,Väring,07:06:00,07:06:00,Freight,Real Rail Sweden AB,-,Ankomst
FREIGHT_202404094124,Väring,07:11:00,07:11:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094124,Skövde c,07:22:00,07:22:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094124,Regumatorp,07:27:00,07:27:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094124,Stenstorp,07:31:00,07:31:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094124,Falköpings norra,07:38:00,07:38:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094124,Falköpings c,07:41:00,07:41:00,Freight,Real Rail Sweden AB,-,Ankomst
FREIGHT_202404094124,Falköpings c,07:46:00,07:46:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094124,Floby,07:56:00,07:56:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094124,Källeryd,08:01:00,08:01:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094124,Herrljunga central,08:09:00,08:09:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094124,Herrljunga västra,08:11:00,08:11:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094124,Vårgårda,08:17:00,08:17:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094124,Algutsgården,08:24:00,08:24:00,Freight,Real Rail Sweden AB,-,Ankomst
FREIGHT_202404094124,Algutsgården,08:41:00,08:41:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094124,Alingsås,08:49:00,08:49:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094124,Bryngenäs,08:52:00,08:52:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094124,Västra Bodarna,08:53:00,08:53:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094124,Norsesund,08:55:00,08:55:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094124,Norsesund västra,08:55:00,08:55:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094124,Floda,09:00:00,09:00:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094124,Stenkullen,09:03:00,09:03:00,Freight,Real Rail Sweden AB,-,Ankomst
FREIGHT_202404094124,Stenkullen,09:12:00,09:12:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094124,Lerum,09:16:00,09:16:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094124,Aspedalen,09:16:00,09:16:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094124,Aspen,09:17:00,09:17:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094124,Jonsered östra,09:18:00,09:18:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094124,Jonsered Västra,09:19:00,09:19:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094124,Partille,09:22:00,09:22:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094124,Sävedalen,09:23:00,09:23:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094124,Göteborg Sävenäs,09:25:00,09:25:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094124,Olskroken,09:26:00,09:26:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094124,Göteborg Kville,09:31:00,09:31:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094124,Göteborg Lindholmen,09:35:00,09:35:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094124,Pölsebo,09:39:00,09:39:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094124,Göteborg Skandiahamnen,09:46:00,09:46:00,Freight,Real Rail Sweden AB,-,Ankomst
FREIGHT_202404094128,Hallsbergs pbg,25:20:00,25:20:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094128,Hallsbergs rangerbangård,25:22:00,25:22:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094128,Tälle,25:25:00,25:25:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094128,Östansjö,25:26:00,25:26:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094128,Vretstorp,25:31:00,25:31:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094128,Linddalen,25:33:00,25:33:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094128,Laxå,25:39:00,25:39:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094128,Finnerödja,25:46:00,25:46:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094128,Gårdsjö,25:51:00,25:51:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094128,Älgarås,25:56:00,25:56:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094128,Slätte,25:59:00,25:59:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094128,Töreboda,26:04:00,26:04:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094128,Moholm,26:10:00,26:10:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094128,Väring,26:17:00,26:17:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094128,Skövde c,26:25:00,26:25:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094128,Regumatorp,26:31:00,26:31:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094128,Stenstorp,26:35:00,26:35:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094128,Falköpings norra,26:42:00,26:42:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094128,Falköpings c,26:45:00,26:45:00,Freight,Real Rail Sweden AB,-,Ankomst
FREIGHT_202404094128,Falköpings c,27:00:00,27:00:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094128,Floby,27:11:00,27:11:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094128,Källeryd,27:16:00,27:16:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094128,Herrljunga central,27:23:00,27:23:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094128,Herrljunga västra,27:25:00,27:25:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094128,Vårgårda,27:31:00,27:31:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094128,Algutsgården,27:37:00,27:37:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094128,Alingsås,27:43:00,27:43:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094128,Bryngenäs,27:47:00,27:47:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094128,Västra Bodarna,27:47:00,27:47:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094128,Norsesund,27:50:00,27:50:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094128,Norsesund västra,27:50:00,27:50:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094128,Floda,27:55:00,27:55:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094128,Stenkullen,27:57:00,27:57:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094128,Lerum,27:59:00,27:59:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094128,Aspedalen,27:59:00,27:59:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094128,Aspen,28:00:00,28:00:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094128,Jonsered östra,28:02:00,28:02:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094128,Jonsered Västra,28:02:00,28:02:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094128,Partille,28:05:00,28:05:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094128,Sävedalen,28:06:00,28:06:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094128,Göteborg Sävenäs,28:09:00,28:09:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094128,Olskroken,28:10:00,28:10:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094128,Göteborg Kville,28:14:00,28:14:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094128,Göteborg Lindholmen,28:19:00,28:19:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094128,Pölsebo,28:22:00,28:22:00,Freight,Real Rail Sweden AB,-,Avgång
FREIGHT_202404094128,Göteborg Skandiahamnen,28:29:00,28:29:00,Freight,Real Rail Sweden AB,-,Ankomst
FREIGHT_202404096459,Hallsbergs pbg,05:01:00,05:01:00,Freight,Hector Rail AB,-,Avgång
FREIGHT_202404096459,Hallsbergs rangerbangård,05:07:00,05:07:00,Freight,Hector Rail AB,-,Ankomst
FREIGHT_202404096459,Hallsbergs rangerbangård,06:08:00,06:08:00,Freight,Hector Rail AB,-,Avgång
FREIGHT_202404096459,Tälle,06:13:00,06:13:00,Freight,Hector Rail AB,-,Avgång
FREIGHT_202404096459,Östansjö,06:15:00,06:15:00,Freight,Hector Rail AB,-,Avgång
FREIGHT_202404096459,Vretstorp,06:20:00,06:20:00,Freight,Hector Rail AB,-,Avgång
FREIGHT_202404096459,Linddalen,06:23:00,06:23:00,Freight,Hector Rail AB,-,Avgång
FREIGHT_202404096459,Laxå,06:29:00,06:29:00,Freight,Hector Rail AB,-,Avgång
FREIGHT_202404096459,Finnerödja,06:37:00,06:37:00,Freight,Hector Rail AB,-,Avgång
FREIGHT_202404096459,Gårdsjö,06:42:00,06:42:00,Freight,Hector Rail AB,-,Avgång
FREIGHT_202404096459,Älgarås,06:47:00,06:47:00,Freight,Hector Rail AB,-,Avgång
FREIGHT_202404096459,Slätte,06:51:00,06:51:00,Freight,Hector Rail AB,-,Avgång
FREIGHT_202404096459,Töreboda,07:02:00,07:02:00,Freight,Hector Rail AB,-,Avgång
FREIGHT_202404096459,Moholm,07:09:00,07:09:00,Freight,Hector Rail AB,-,Avgång
FREIGHT_202404096459,Väring,07:16:00,07:16:00,Freight,Hector Rail AB,-,Avgång
FREIGHT_202404096459,Skövde c,07:27:00,07:27:00,Freight,Hector Rail AB,-,Ankomst
FREIGHT_202404097561,Vingåker,24:03:00,24:03:00,Freight,Green Cargo AB,-,Avgång
FREIGHT_202404097561,Högsjö,24:07:00,24:07:00,Freight,Green Cargo AB,-,Avgång
FREIGHT_202404097561,Kilsmo,24:11:00,24:11:00,Freight,Green Cargo AB,-,Avgång
FREIGHT_202404097561,Pålsboda,24:15:00,24:15:00,Freight,Green Cargo AB,-,Avgång
FREIGHT_202404097561,Hallsbergs pbg,24:22:00,24:22:00,Freight,Green Cargo AB,-,Ankomst
FREIGHT_202404097561,Hallsbergs pbg,24:25:00,24:25:00,Freight,Green Cargo AB,-,Avgång
FREIGHT_202404097561,Hallsbergs rangerbangård,24:27:00,24:27:00,Freight,Green Cargo AB,-,Avgång
FREIGHT_202404097561,Tälle,24:28:00,24:28:00,Freight,Green Cargo AB,-,Avgång
FREIGHT_202404097561,Östansjö,24:29:00,24:29:00,Freight,Green Cargo AB,-,Avgång
FREIGHT_202404097561,Vretstorp,24:33:00,24:33:00,Freight,Green Cargo AB,-,Avgång
FREIGHT_202404097561,Linddalen,24:35:00,24:35:00,Freight,Green Cargo AB,-,Avgång
FREIGHT_202404097561,Laxå,24:40:00,24:40:00,Freight,Green Cargo AB,-,Avgång
FREIGHT_202404097561,Finnerödja,24:46:00,24:46:00,Freight,Green Cargo AB,-,Avgång
FREIGHT_202404097561,Gårdsjö,24:50:00,24:50:00,Freight,Green Cargo AB,-,Avgång
FREIGHT_202404097561,Älgarås,24:54:00,24:54:00,Freight,Green Cargo AB,-,Avgång
FREIGHT_202404097561,Slätte,24:57:00,24:57:00,Freight,Green Cargo AB,-,Avgång
FREIGHT_202404097561,Töreboda,25:01:00,25:01:00,Freight,Green Cargo AB,-,Avgång
FREIGHT_202404097561,Moholm,25:06:00,25:06:00,Freight,Green Cargo AB,-,Avgång
FREIGHT_202404097561,Väring,25:12:00,25:12:00,Freight,Green Cargo AB,-,Avgång
FREIGHT_202404097561,Skövde c,25:18:00,25:18:00,Freight,Green Cargo AB,-,Avgång
FREIGHT_202404097561,Regumatorp,25:22:00,25:22:00,Freight,Green Cargo AB,-,Avgång
FREIGHT_202404097561,Stenstorp,25:25:00,25:25:00,Freight,Green Cargo AB,-,Avgång
FREIGHT_202404097561,Falköpings norra,25:31:00,25:31:00,Freight,Green Cargo AB,-,Avgång
FREIGHT_202404097561,Falköpings c,25:32:00,25:32:00,Freight,Green Cargo AB,-,Avgång
FREIGHT_202404097561,Floby,25:37:00,25:37:00,Freight,Green Cargo AB,-,Avgång
FREIGHT_202404097561,Källeryd,25:41:00,25:41:00,Freight,Green Cargo AB,-,Avgång
